keyword_id,week_start,competitor_name,competitor_place_id,rank_absolute,review_count,average_rating,photo_count,is_claimed
KW-0002,2026-07-20,Downtown Dental Associates,ChIJI5FjmcHnfw8M,7,200,4.2,76,TRUE
KW-0002,2026-07-20,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,8,158,3.8,139,FALSE
KW-0002,2026-07-20,Park Dental Center,ChIJVGsMX25f2x5F,14,335,4.2,27,TRUE
KW-0002,2026-07-27,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,7,157,3.8,142,FALSE
KW-0002,2026-07-27,Park Dental Center,ChIJVGsMX25f2x5F,7,339,4.2,28,TRUE
KW-0002,2026-07-27,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,12,135,4.0,55,TRUE
KW-0002,2026-08-03,Austin Smile Dental,ChIJ8qMR1zS31Olw,7,167,3.7,94,TRUE
KW-0002,2026-08-03,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,8,161,3.8,137,FALSE
KW-0002,2026-08-03,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,12,314,4.8,97,TRUE
KW-0002,2026-08-10,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,6,165,3.8,137,FALSE
KW-0002,2026-08-10,Downtown Dental Associates,ChIJI5FjmcHnfw8M,10,191,4.2,74,TRUE
KW-0002,2026-08-10,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,13,143,4.0,57,TRUE
KW-0002,2026-08-17,Downtown Dental Associates,ChIJI5FjmcHnfw8M,5,211,4.2,73,TRUE
KW-0002,2026-08-17,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,7,169,3.8,140,FALSE
KW-0002,2026-08-17,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,10,318,4.8,97,TRUE
KW-0002,2026-08-24,Austin Smile Dental,ChIJ8qMR1zS31Olw,6,169,3.7,94,TRUE
KW-0002,2026-08-24,Park Dental Center,ChIJVGsMX25f2x5F,6,335,4.2,29,TRUE
KW-0002,2026-08-24,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,11,153,3.8,141,FALSE
KW-0002,2026-08-31,Downtown Dental Associates,ChIJI5FjmcHnfw8M,6,219,4.2,76,TRUE
KW-0002,2026-08-31,Park Dental Center,ChIJVGsMX25f2x5F,12,359,4.2,26,TRUE
KW-0002,2026-08-31,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,15,344,4.8,97,TRUE
KW-0002,2026-09-07,Downtown Dental Associates,ChIJI5FjmcHnfw8M,8,235,4.2,73,TRUE
KW-0002,2026-09-07,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,12,159,4.0,58,TRUE
KW-0002,2026-09-07,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,16,324,4.8,97,TRUE
KW-0003,2026-06-15,Austin Smile Dental,ChIJ8qMR1zS31Olw,4,139,3.7,93,TRUE
KW-0003,2026-06-15,Downtown Dental Associates,ChIJI5FjmcHnfw8M,7,175,4.2,77,TRUE
KW-0003,2026-06-15,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,10,300,4.8,95,TRUE
KW-0003,2026-06-22,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,7,302,4.8,94,TRUE
KW-0003,2026-06-22,Austin Smile Dental,ChIJ8qMR1zS31Olw,9,142,3.7,92,TRUE
KW-0003,2026-06-22,Park Dental Center,ChIJVGsMX25f2x5F,15,320,4.2,28,TRUE
KW-0003,2026-06-29,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,7,137,3.8,139,FALSE
KW-0003,2026-06-29,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,10,304,4.8,98,TRUE
KW-0003,2026-06-29,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,12,115,4.0,53,TRUE
KW-0003,2026-07-06,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,117,4.0,56,TRUE
KW-0003,2026-07-06,Austin Smile Dental,ChIJ8qMR1zS31Olw,7,148,3.7,90,TRUE
KW-0003,2026-07-06,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,10,145,3.8,140,FALSE
KW-0003,2026-07-13,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,3,320,4.8,98,TRUE
KW-0003,2026-07-13,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,131,4.0,54,TRUE
KW-0003,2026-07-13,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,6,145,3.8,138,FALSE
KW-0003,2026-07-20,Downtown Dental Associates,ChIJI5FjmcHnfw8M,2,200,4.2,76,TRUE
KW-0003,2026-07-20,Park Dental Center,ChIJVGsMX25f2x5F,6,335,4.2,29,TRUE
KW-0003,2026-07-20,Austin Smile Dental,ChIJ8qMR1zS31Olw,12,154,3.7,92,TRUE
KW-0003,2026-07-27,Austin Smile Dental,ChIJ8qMR1zS31Olw,2,151,3.7,95,TRUE
KW-0003,2026-07-27,Downtown Dental Associates,ChIJI5FjmcHnfw8M,5,193,4.2,74,TRUE
KW-0003,2026-07-27,Park Dental Center,ChIJVGsMX25f2x5F,12,339,4.2,30,TRUE
KW-0003,2026-08-03,Austin Smile Dental,ChIJ8qMR1zS31Olw,9,153,3.7,93,TRUE
KW-0003,2026-08-03,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,11,147,3.8,138,FALSE
KW-0003,2026-08-03,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,13,321,4.8,96,TRUE
KW-0003,2026-08-10,Austin Smile Dental,ChIJ8qMR1zS31Olw,6,179,3.7,93,TRUE
KW-0003,2026-08-10,Downtown Dental Associates,ChIJI5FjmcHnfw8M,12,207,4.2,77,TRUE
KW-0003,2026-08-10,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,12,157,3.8,142,FALSE
KW-0003,2026-08-17,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,156,4.0,58,TRUE
KW-0003,2026-08-17,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,6,160,3.8,142,FALSE
KW-0003,2026-08-17,Austin Smile Dental,ChIJ8qMR1zS31Olw,10,157,3.7,93,TRUE
KW-0003,2026-08-24,Park Dental Center,ChIJVGsMX25f2x5F,1,335,4.2,26,TRUE
KW-0003,2026-08-24,Austin Smile Dental,ChIJ8qMR1zS31Olw,6,189,3.7,92,TRUE
KW-0003,2026-08-24,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,11,141,4.0,55,TRUE
KW-0003,2026-08-31,Park Dental Center,ChIJVGsMX25f2x5F,3,337,4.2,28,TRUE
KW-0003,2026-08-31,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,6,166,4.0,56,TRUE
KW-0003,2026-08-31,Austin Smile Dental,ChIJ8qMR1zS31Olw,10,161,3.7,90,TRUE
KW-0003,2026-09-07,Park Dental Center,ChIJVGsMX25f2x5F,9,351,4.2,27,TRUE
KW-0003,2026-09-07,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,9,135,4.0,56,TRUE
KW-0003,2026-09-07,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,15,348,4.8,94,TRUE
KW-0004,2026-06-15,Austin Smile Dental,ChIJ8qMR1zS31Olw,4,139,3.7,95,TRUE
KW-0004,2026-06-15,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,3,300,4.8,98,TRUE
KW-0004,2026-06-15,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,6,133,3.8,139,FALSE
KW-0004,2026-06-22,Downtown Dental Associates,ChIJI5FjmcHnfw8M,6,178,4.2,74,TRUE
KW-0004,2026-06-22,Park Dental Center,ChIJVGsMX25f2x5F,9,320,4.2,26,TRUE
KW-0004,2026-06-22,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,12,302,4.8,95,TRUE
KW-0004,2026-06-29,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,5,310,4.8,93,TRUE
KW-0004,2026-06-29,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,8,117,4.0,55,TRUE
KW-0004,2026-06-29,Downtown Dental Associates,ChIJI5FjmcHnfw8M,12,181,4.2,77,TRUE
KW-0004,2026-07-06,Park Dental Center,ChIJVGsMX25f2x5F,4,321,4.2,25,TRUE
KW-0004,2026-07-06,Downtown Dental Associates,ChIJI5FjmcHnfw8M,7,190,4.2,74,TRUE
KW-0004,2026-07-06,Austin Smile Dental,ChIJ8qMR1zS31Olw,10,145,3.7,92,TRUE
KW-0004,2026-07-13,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,6,123,4.0,57,TRUE
KW-0004,2026-07-13,Downtown Dental Associates,ChIJI5FjmcHnfw8M,8,191,4.2,73,TRUE
KW-0004,2026-07-13,Austin Smile Dental,ChIJ8qMR1zS31Olw,14,155,3.7,93,TRUE
KW-0004,2026-07-20,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,4,143,3.8,139,FALSE
KW-0004,2026-07-20,Austin Smile Dental,ChIJ8qMR1zS31Olw,5,164,3.7,92,TRUE
KW-0004,2026-07-20,Downtown Dental Associates,ChIJI5FjmcHnfw8M,10,200,4.2,74,TRUE
KW-0004,2026-07-27,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,3,135,4.0,58,TRUE
KW-0004,2026-07-27,Austin Smile Dental,ChIJ8qMR1zS31Olw,6,169,3.7,90,TRUE
KW-0004,2026-07-27,Park Dental Center,ChIJVGsMX25f2x5F,8,327,4.2,26,TRUE
KW-0004,2026-08-03,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,5,168,3.8,137,FALSE
KW-0004,2026-08-03,Downtown Dental Associates,ChIJI5FjmcHnfw8M,4,210,4.2,74,TRUE
KW-0004,2026-08-03,Austin Smile Dental,ChIJ8qMR1zS31Olw,11,174,3.7,93,TRUE
KW-0004,2026-08-10,Park Dental Center,ChIJVGsMX25f2x5F,1,339,4.2,27,TRUE
KW-0004,2026-08-10,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,4,332,4.8,97,TRUE
KW-0004,2026-08-10,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,8,149,3.8,141,FALSE
KW-0004,2026-08-17,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,8,318,4.8,95,TRUE
KW-0004,2026-08-17,Downtown Dental Associates,ChIJI5FjmcHnfw8M,9,193,4.2,75,TRUE
KW-0004,2026-08-17,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,10,169,3.8,138,FALSE
KW-0004,2026-08-24,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,2,153,3.8,139,FALSE
KW-0004,2026-08-24,Downtown Dental Associates,ChIJI5FjmcHnfw8M,6,215,4.2,77,TRUE
KW-0004,2026-08-24,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,8,141,4.0,53,TRUE
KW-0004,2026-08-31,Austin Smile Dental,ChIJ8qMR1zS31Olw,4,194,3.7,90,TRUE
KW-0004,2026-08-31,Park Dental Center,ChIJVGsMX25f2x5F,10,348,4.2,26,TRUE
KW-0004,2026-08-31,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,11,155,3.8,138,FALSE
KW-0004,2026-09-07,Downtown Dental Associates,ChIJI5FjmcHnfw8M,1,199,4.2,74,TRUE
KW-0004,2026-09-07,Park Dental Center,ChIJVGsMX25f2x5F,7,363,4.2,30,TRUE
KW-0004,2026-09-07,Austin Smile Dental,ChIJ8qMR1zS31Olw,9,187,3.7,95,TRUE
KW-0005,2026-06-15,Austin Smile Dental,ChIJ8qMR1zS31Olw,2,139,3.7,93,TRUE
KW-0005,2026-06-15,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,111,4.0,56,TRUE
KW-0005,2026-06-15,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,6,300,4.8,98,TRUE
KW-0005,2026-06-22,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,3,136,3.8,140,FALSE
KW-0005,2026-06-22,Park Dental Center,ChIJVGsMX25f2x5F,5,319,4.2,28,TRUE
KW-0005,2026-06-22,Austin Smile Dental,ChIJ8qMR1zS31Olw,8,144,3.7,92,TRUE
KW-0005,2026-06-29,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,2,308,4.8,97,TRUE
KW-0005,2026-06-29,Austin Smile Dental,ChIJ8qMR1zS31Olw,3,143,3.7,94,TRUE
KW-0005,2026-06-29,Park Dental Center,ChIJVGsMX25f2x5F,8,325,4.2,25,TRUE
KW-0005,2026-07-06,Park Dental Center,ChIJVGsMX25f2x5F,4,321,4.2,29,TRUE
KW-0005,2026-07-06,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,126,4.0,54,TRUE
KW-0005,2026-07-06,Austin Smile Dental,ChIJ8qMR1zS31Olw,10,145,3.7,90,TRUE
KW-0005,2026-07-13,Park Dental Center,ChIJVGsMX25f2x5F,4,335,4.2,29,TRUE
KW-0005,2026-07-13,Austin Smile Dental,ChIJ8qMR1zS31Olw,7,151,3.7,91,TRUE
KW-0005,2026-07-13,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,7,127,4.0,58,TRUE
KW-0005,2026-07-20,Downtown Dental Associates,ChIJI5FjmcHnfw8M,3,185,4.2,72,TRUE
KW-0005,2026-07-20,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,136,4.0,58,TRUE
KW-0005,2026-07-20,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,8,153,3.8,141,FALSE
KW-0005,2026-07-27,Austin Smile Dental,ChIJ8qMR1zS31Olw,5,157,3.7,90,TRUE
KW-0005,2026-07-27,Downtown Dental Associates,ChIJI5FjmcHnfw8M,6,187,4.2,77,TRUE
KW-0005,2026-07-27,Park Dental Center,ChIJVGsMX25f2x5F,8,333,4.2,28,TRUE
KW-0005,2026-08-03,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,4,314,4.8,95,TRUE
KW-0005,2026-08-03,Park Dental Center,ChIJVGsMX25f2x5F,8,350,4.2,28,TRUE
KW-0005,2026-08-03,Downtown Dental Associates,ChIJI5FjmcHnfw8M,9,196,4.2,73,TRUE
KW-0005,2026-08-10,Park Dental Center,ChIJVGsMX25f2x5F,4,355,4.2,29,TRUE
KW-0005,2026-08-10,Downtown Dental Associates,ChIJI5FjmcHnfw8M,8,207,4.2,76,TRUE
KW-0005,2026-08-10,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,10,143,4.0,53,TRUE
KW-0005,2026-08-17,Park Dental Center,ChIJVGsMX25f2x5F,1,333,4.2,28,TRUE
KW-0005,2026-08-17,Downtown Dental Associates,ChIJI5FjmcHnfw8M,5,220,4.2,73,TRUE
KW-0005,2026-08-17,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,6,129,4.0,56,TRUE
KW-0005,2026-08-24,Austin Smile Dental,ChIJ8qMR1zS31Olw,6,189,3.7,90,TRUE
KW-0005,2026-08-24,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,8,161,4.0,58,TRUE
KW-0005,2026-08-24,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,9,163,3.8,139,FALSE
KW-0005,2026-08-31,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,5,333,4.8,97,TRUE
KW-0005,2026-08-31,Downtown Dental Associates,ChIJI5FjmcHnfw8M,9,230,4.2,73,TRUE
KW-0005,2026-08-31,Austin Smile Dental,ChIJ8qMR1zS31Olw,13,194,3.7,95,TRUE
KW-0005,2026-09-07,Park Dental Center,ChIJVGsMX25f2x5F,6,363,4.2,30,TRUE
KW-0005,2026-09-07,Austin Smile Dental,ChIJ8qMR1zS31Olw,7,199,3.7,91,TRUE
KW-0005,2026-09-07,Downtown Dental Associates,ChIJI5FjmcHnfw8M,10,211,4.2,76,TRUE
KW-0006,2026-06-15,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,7,133,3.8,141,FALSE
KW-0006,2026-06-15,Downtown Dental Associates,ChIJI5FjmcHnfw8M,9,175,4.2,74,TRUE
KW-0006,2026-06-15,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,13,111,4.0,57,TRUE
KW-0006,2026-06-22,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,5,135,3.8,141,FALSE
KW-0006,2026-06-22,Austin Smile Dental,ChIJ8qMR1zS31Olw,9,143,3.7,92,TRUE
KW-0006,2026-06-22,Downtown Dental Associates,ChIJI5FjmcHnfw8M,9,179,4.2,73,TRUE
KW-0006,2026-06-29,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,7,121,4.0,56,TRUE
KW-0006,2026-06-29,Park Dental Center,ChIJVGsMX25f2x5F,11,319,4.2,29,TRUE
KW-0006,2026-06-29,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,13,139,3.8,142,FALSE
KW-0006,2026-07-06,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,4,315,4.8,97,TRUE
KW-0006,2026-07-06,Austin Smile Dental,ChIJ8qMR1zS31Olw,6,148,3.7,95,TRUE
KW-0006,2026-07-06,Park Dental Center,ChIJVGsMX25f2x5F,11,324,4.2,25,TRUE
KW-0006,2026-07-13,Downtown Dental Associates,ChIJI5FjmcHnfw8M,8,191,4.2,74,TRUE
KW-0006,2026-07-13,Park Dental Center,ChIJVGsMX25f2x5F,8,323,4.2,27,TRUE
KW-0006,2026-07-13,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,13,149,3.8,142,FALSE
KW-0006,2026-07-20,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,10,325,4.8,96,TRUE
KW-0006,2026-07-20,Park Dental Center,ChIJVGsMX25f2x5F,14,335,4.2,25,TRUE
KW-0006,2026-07-20,Downtown Dental Associates,ChIJI5FjmcHnfw8M,15,185,4.2,77,TRUE
KW-0006,2026-07-27,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,10,151,3.8,140,FALSE
KW-0006,2026-07-27,Park Dental Center,ChIJVGsMX25f2x5F,13,327,4.2,30,TRUE
KW-0006,2026-07-27,Austin Smile Dental,ChIJ8qMR1zS31Olw,15,151,3.7,95,TRUE
KW-0006,2026-08-03,Park Dental Center,ChIJVGsMX25f2x5F,11,343,4.2,30,TRUE
KW-0006,2026-08-03,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,13,139,4.0,53,TRUE
KW-0006,2026-08-03,Austin Smile Dental,ChIJ8qMR1zS31Olw,15,174,3.7,93,TRUE
KW-0006,2026-08-10,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,9,340,4.8,94,TRUE
KW-0006,2026-08-10,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,11,127,4.0,57,TRUE
KW-0006,2026-08-10,Downtown Dental Associates,ChIJI5FjmcHnfw8M,17,199,4.2,76,TRUE
KW-0006,2026-08-17,Austin Smile Dental,ChIJ8qMR1zS31Olw,8,175,3.7,95,TRUE
KW-0006,2026-08-17,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,10,318,4.8,97,TRUE
KW-0006,2026-08-17,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,16,160,3.8,139,FALSE
KW-0006,2026-08-24,Downtown Dental Associates,ChIJI5FjmcHnfw8M,7,215,4.2,74,TRUE
KW-0006,2026-08-24,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,13,131,4.0,53,TRUE
KW-0006,2026-08-24,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,15,183,3.8,139,FALSE
KW-0006,2026-08-31,Park Dental Center,ChIJVGsMX25f2x5F,8,348,4.2,27,TRUE
KW-0006,2026-08-31,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,12,166,3.8,142,FALSE
KW-0006,2026-08-31,Downtown Dental Associates,ChIJI5FjmcHnfw8M,14,197,4.2,74,TRUE
KW-0006,2026-09-07,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,7,147,4.0,58,TRUE
KW-0006,2026-09-07,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,13,324,4.8,93,TRUE
KW-0006,2026-09-07,Austin Smile Dental,ChIJ8qMR1zS31Olw,15,175,3.7,93,TRUE
KW-0007,2026-06-15,Downtown Dental Associates,ChIJI5FjmcHnfw8M,5,175,4.2,74,TRUE
KW-0007,2026-06-15,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,9,133,3.8,140,FALSE
KW-0007,2026-06-15,Austin Smile Dental,ChIJ8qMR1zS31Olw,13,139,3.7,91,TRUE
KW-0007,2026-06-22,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,5,114,4.0,58,TRUE
KW-0007,2026-06-22,Cedar Ridge Dental Care,ChIJVU9xcaH2Zo7i,6,303,4.8,96,TRUE
KW-0007,2026-06-22,Downtown Dental Associates,ChIJI5FjmcHnfw8M,9,178,4.2,76,TRUE
KW-0007,2026-06-29,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,5,141,3.8,141,FALSE
KW-0007,2026-06-29,Advanced Cosmetic Dentistry,ChIJOM8iCULMWNID,7,117,4.0,53,TRUE
KW-0007,2026-06-29,Downtown Dental Associates,ChIJI5FjmcHnfw8M,12,183,4.2,74,TRUE
KW-0007,2026-07-06,Downtown Dental Associates,ChIJI5FjmcHnfw8M,8,181,4.2,74,TRUE
KW-0007,2026-07-06,Lakeview Family Dentistry,ChIJA9nlsRJlf9Ne,8,142,3.8,142,FALSE
