keyword_id,location_id,week_start,rank_absolute,rank_in_local_pack,found,result_url
KW-0003,LOC-001,2026-09-07,6,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-06-15,6,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-06-22,6,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-06-29,,,FALSE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-07-06,8,,TRUE,https://maps.google.com/?cid=115846043783907
KW-0004,LOC-001,2026-07-13,5,,TRUE,https://maps.google.com/?cid=798238077634046
KW-0004,LOC-001,2026-07-20,4,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-07-27,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-08-03,6,,TRUE,https://maps.google.com/?cid=219228398510286
KW-0004,LOC-001,2026-08-10,5,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-08-17,8,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-08-24,4,,TRUE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-08-31,,,FALSE,https://brightpathdental.com/austin-mueller
KW-0004,LOC-001,2026-09-07,5,,TRUE,https://maps.google.com/?cid=660968727992553
KW-0005,LOC-001,2026-06-15,3,3,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-06-22,4,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-06-29,7,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-07-06,3,3,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-07-13,3,3,TRUE,https://maps.google.com/?cid=122043581411030
KW-0005,LOC-001,2026-07-20,6,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-07-27,4,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-08-03,4,,TRUE,https://maps.google.com/?cid=806687530695171
KW-0005,LOC-001,2026-08-10,8,,TRUE,https://maps.google.com/?cid=585596450857034
KW-0005,LOC-001,2026-08-17,4,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-08-24,5,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-08-31,4,,TRUE,https://brightpathdental.com/austin-mueller
KW-0005,LOC-001,2026-09-07,6,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-06-15,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-06-22,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-06-29,7,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-07-06,8,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-07-13,7,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-07-20,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-07-27,11,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-08-03,8,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-08-10,7,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-08-17,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-08-24,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-08-31,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0006,LOC-001,2026-09-07,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-06-15,8,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-06-22,8,,TRUE,https://maps.google.com/?cid=967812568936302
KW-0007,LOC-001,2026-06-29,7,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-07-06,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-07-13,7,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-07-20,11,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-07-27,11,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-08-03,11,,TRUE,https://maps.google.com/?cid=331511869351120
KW-0007,LOC-001,2026-08-10,7,,TRUE,https://maps.google.com/?cid=139757580690801
KW-0007,LOC-001,2026-08-17,6,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-08-24,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0007,LOC-001,2026-08-31,9,,TRUE,https://maps.google.com/?cid=515574975892479
KW-0007,LOC-001,2026-09-07,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-06-15,12,,TRUE,https://maps.google.com/?cid=293577001744308
KW-0008,LOC-001,2026-06-22,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-06-29,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-07-06,11,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-07-13,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-07-20,8,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-07-27,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-08-03,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-08-10,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-08-17,12,,TRUE,https://maps.google.com/?cid=343243844979674
KW-0008,LOC-001,2026-08-24,12,,TRUE,https://maps.google.com/?cid=927777511201430
KW-0008,LOC-001,2026-08-31,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0008,LOC-001,2026-09-07,,,FALSE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-06-15,13,,TRUE,https://maps.google.com/?cid=736730459813997
KW-0009,LOC-001,2026-06-22,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-06-29,13,,TRUE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-07-06,11,,TRUE,https://maps.google.com/?cid=416687575525487
KW-0009,LOC-001,2026-07-13,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-07-20,,,FALSE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-07-27,13,,TRUE,https://maps.google.com/?cid=745122618027925
KW-0009,LOC-001,2026-08-03,11,,TRUE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-08-10,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-08-17,12,,TRUE,https://maps.google.com/?cid=299997188238035
KW-0009,LOC-001,2026-08-24,9,,TRUE,https://brightpathdental.com/austin-mueller
KW-0009,LOC-001,2026-08-31,9,,TRUE,https://maps.google.com/?cid=643904856880704
KW-0009,LOC-001,2026-09-07,13,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-06-15,12,,TRUE,https://maps.google.com/?cid=991139531092584
KW-0010,LOC-001,2026-06-22,12,,TRUE,https://maps.google.com/?cid=860799543701371
KW-0010,LOC-001,2026-06-29,15,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-07-06,15,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-07-13,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-07-20,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-07-27,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-08-03,12,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-08-10,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-08-17,10,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-08-24,13,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-08-31,15,,TRUE,https://brightpathdental.com/austin-mueller
KW-0010,LOC-001,2026-09-07,14,,TRUE,https://brightpathdental.com/austin-mueller
KW-0011,LOC-002,2026-06-15,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-06-22,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-06-29,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-07-06,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-07-13,,,FALSE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-07-20,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-07-27,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-08-03,18,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-08-10,17,,TRUE,https://maps.google.com/?cid=284179546581599
KW-0011,LOC-002,2026-08-17,18,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-08-24,13,,TRUE,https://maps.google.com/?cid=999598861825919
KW-0011,LOC-002,2026-08-31,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0011,LOC-002,2026-09-07,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0012,LOC-002,2026-06-15,12,,TRUE,https://maps.google.com/?cid=700763612318535
KW-0012,LOC-002,2026-06-22,15,,TRUE,https://maps.google.com/?cid=858144721168088
KW-0012,LOC-002,2026-06-29,10,,TRUE,https://maps.google.com/?cid=685544985548246
KW-0012,LOC-002,2026-07-06,10,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0012,LOC-002,2026-07-13,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0012,LOC-002,2026-07-20,13,,TRUE,https://maps.google.com/?cid=755606123027252
KW-0012,LOC-002,2026-07-27,12,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0012,LOC-002,2026-08-03,10,,TRUE,https://maps.google.com/?cid=192690180134928
KW-0012,LOC-002,2026-08-10,12,,TRUE,https://maps.google.com/?cid=579791220137975
KW-0012,LOC-002,2026-08-17,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0012,LOC-002,2026-08-24,12,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0012,LOC-002,2026-08-31,12,,TRUE,https://maps.google.com/?cid=739520797591094
KW-0012,LOC-002,2026-09-07,12,,TRUE,https://maps.google.com/?cid=415905894806715
KW-0013,LOC-002,2026-06-15,16,,TRUE,https://maps.google.com/?cid=764241691884401
KW-0013,LOC-002,2026-06-22,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-06-29,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-07-06,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-07-13,17,,TRUE,https://maps.google.com/?cid=222773060952190
KW-0013,LOC-002,2026-07-20,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-07-27,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-08-03,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-08-10,12,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-08-17,17,,TRUE,https://maps.google.com/?cid=710414876040151
KW-0013,LOC-002,2026-08-24,12,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-08-31,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0013,LOC-002,2026-09-07,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-06-15,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-06-22,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-06-29,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-07-06,16,,TRUE,https://maps.google.com/?cid=611980621243781
KW-0014,LOC-002,2026-07-13,,,FALSE,https://maps.google.com/?cid=345777566455318
KW-0014,LOC-002,2026-07-20,11,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-07-27,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-08-03,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-08-10,11,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-08-17,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-08-24,,,FALSE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-08-31,12,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0014,LOC-002,2026-09-07,11,,TRUE,https://maps.google.com/?cid=268359532935022
KW-0015,LOC-002,2026-06-15,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-06-22,18,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-06-29,17,,TRUE,https://maps.google.com/?cid=797666357735603
KW-0015,LOC-002,2026-07-06,15,,TRUE,https://maps.google.com/?cid=234427252864512
KW-0015,LOC-002,2026-07-13,14,,TRUE,https://maps.google.com/?cid=995181595826809
KW-0015,LOC-002,2026-07-20,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-07-27,18,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-08-03,15,,TRUE,https://maps.google.com/?cid=655085131996002
KW-0015,LOC-002,2026-08-10,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-08-17,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-08-24,19,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-08-31,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0015,LOC-002,2026-09-07,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-06-15,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-06-22,12,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-06-29,17,,TRUE,https://maps.google.com/?cid=469587253103680
KW-0016,LOC-002,2026-07-06,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-07-13,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-07-20,15,,TRUE,https://maps.google.com/?cid=260385011581812
KW-0016,LOC-002,2026-07-27,12,,TRUE,https://maps.google.com/?cid=939150361297062
KW-0016,LOC-002,2026-08-03,,,FALSE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-08-10,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-08-17,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-08-24,13,,TRUE,https://maps.google.com/?cid=212981660330102
KW-0016,LOC-002,2026-08-31,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0016,LOC-002,2026-09-07,15,,TRUE,https://maps.google.com/?cid=531261726938830
KW-0017,LOC-002,2026-06-15,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-06-22,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-06-29,15,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-07-06,16,,TRUE,https://maps.google.com/?cid=605879146367248
KW-0017,LOC-002,2026-07-13,18,,TRUE,https://maps.google.com/?cid=138036123026992
KW-0017,LOC-002,2026-07-20,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-07-27,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-08-03,18,,TRUE,https://maps.google.com/?cid=810271866815142
KW-0017,LOC-002,2026-08-10,13,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-08-17,15,,TRUE,https://maps.google.com/?cid=542907405163671
KW-0017,LOC-002,2026-08-24,16,,TRUE,https://maps.google.com/?cid=283034426628831
KW-0017,LOC-002,2026-08-31,14,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0017,LOC-002,2026-09-07,16,,TRUE,https://maps.google.com/?cid=354042202671577
KW-0018,LOC-002,2026-06-15,16,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-06-22,18,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-06-29,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-07-06,17,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-07-13,20,,TRUE,https://maps.google.com/?cid=114339552358597
KW-0018,LOC-002,2026-07-20,,,FALSE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-07-27,19,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-08-03,20,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-08-10,20,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-08-17,,,FALSE,https://maps.google.com/?cid=350181732187473
KW-0018,LOC-002,2026-08-24,18,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-08-31,20,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0018,LOC-002,2026-09-07,20,,TRUE,https://brightpathdental.com/austin-south-lamar
KW-0019,LOC-003,2026-06-15,13,,TRUE,https://maps.google.com/?cid=933781163498086
KW-0019,LOC-003,2026-06-22,10,,TRUE,https://maps.google.com/?cid=164037742601801
KW-0019,LOC-003,2026-06-29,12,,TRUE,https://maps.google.com/?cid=601115258655623
KW-0019,LOC-003,2026-07-06,11,,TRUE,https://maps.google.com/?cid=204499771303903
KW-0019,LOC-003,2026-07-13,9,,TRUE,https://maps.google.com/?cid=117980219772003
KW-0019,LOC-003,2026-07-20,12,,TRUE,https://maps.google.com/?cid=987468982383305
KW-0019,LOC-003,2026-07-27,8,,TRUE,https://maps.google.com/?cid=652364478235723
KW-0019,LOC-003,2026-08-03,8,,TRUE,https://maps.google.com/?cid=141649128146151
KW-0019,LOC-003,2026-08-10,10,,TRUE,https://maps.google.com/?cid=397594314862086
KW-0019,LOC-003,2026-08-17,10,,TRUE,https://maps.google.com/?cid=717300470858424
KW-0019,LOC-003,2026-08-24,13,,TRUE,https://maps.google.com/?cid=949996347298330
KW-0019,LOC-003,2026-08-31,11,,TRUE,https://maps.google.com/?cid=616774474742245
KW-0019,LOC-003,2026-09-07,12,,TRUE,https://maps.google.com/?cid=432868342574808
KW-0020,LOC-003,2026-06-15,9,,TRUE,https://maps.google.com/?cid=203191811756665
KW-0020,LOC-003,2026-06-22,11,,TRUE,https://maps.google.com/?cid=726382769959873
KW-0020,LOC-003,2026-06-29,9,,TRUE,https://maps.google.com/?cid=831276288627623
KW-0020,LOC-003,2026-07-06,6,,TRUE,https://maps.google.com/?cid=877557313070356
KW-0020,LOC-003,2026-07-13,9,,TRUE,https://maps.google.com/?cid=728240086239645
KW-0020,LOC-003,2026-07-20,7,,TRUE,https://maps.google.com/?cid=368683760268929
KW-0020,LOC-003,2026-07-27,8,,TRUE,https://maps.google.com/?cid=212602244493788
KW-0020,LOC-003,2026-08-03,8,,TRUE,https://maps.google.com/?cid=285694722451927
KW-0020,LOC-003,2026-08-10,7,,TRUE,https://maps.google.com/?cid=113262433250010
KW-0020,LOC-003,2026-08-17,7,,TRUE,https://maps.google.com/?cid=957848612871830
KW-0020,LOC-003,2026-08-24,,,FALSE,https://maps.google.com/?cid=839255538167486
KW-0020,LOC-003,2026-08-31,11,,TRUE,https://maps.google.com/?cid=566639144331811
KW-0020,LOC-003,2026-09-07,11,,TRUE,https://maps.google.com/?cid=285872499756894
KW-0021,LOC-003,2026-06-15,10,,TRUE,https://maps.google.com/?cid=794689035100186
KW-0021,LOC-003,2026-06-22,11,,TRUE,https://maps.google.com/?cid=178333385743357
KW-0021,LOC-003,2026-06-29,7,,TRUE,https://maps.google.com/?cid=939634493313380
KW-0021,LOC-003,2026-07-06,11,,TRUE,https://maps.google.com/?cid=714512059833833
KW-0021,LOC-003,2026-07-13,12,,TRUE,https://maps.google.com/?cid=578628128601687
KW-0021,LOC-003,2026-07-20,8,,TRUE,https://maps.google.com/?cid=436482382159620
KW-0021,LOC-003,2026-07-27,10,,TRUE,https://maps.google.com/?cid=786574389788107
KW-0021,LOC-003,2026-08-03,9,,TRUE,https://maps.google.com/?cid=158001600328754
KW-0021,LOC-003,2026-08-10,9,,TRUE,https://maps.google.com/?cid=420721642860505
KW-0021,LOC-003,2026-08-17,7,,TRUE,https://maps.google.com/?cid=128493278814860
KW-0021,LOC-003,2026-08-24,9,,TRUE,https://maps.google.com/?cid=256738952681851
KW-0021,LOC-003,2026-08-31,10,,TRUE,https://maps.google.com/?cid=920491479803686
KW-0021,LOC-003,2026-09-07,12,,TRUE,https://maps.google.com/?cid=584651992446585
KW-0022,LOC-003,2026-06-15,14,,TRUE,https://maps.google.com/?cid=286140654306016
KW-0022,LOC-003,2026-06-22,14,,TRUE,https://maps.google.com/?cid=843793638158224
KW-0022,LOC-003,2026-06-29,13,,TRUE,https://maps.google.com/?cid=480418475787383
KW-0022,LOC-003,2026-07-06,14,,TRUE,https://maps.google.com/?cid=875231125889120
KW-0022,LOC-003,2026-07-13,13,,TRUE,https://maps.google.com/?cid=227945107857906
KW-0022,LOC-003,2026-07-20,11,,TRUE,https://maps.google.com/?cid=406380282512300
KW-0022,LOC-003,2026-07-27,13,,TRUE,https://maps.google.com/?cid=480744572753801
KW-0022,LOC-003,2026-08-03,14,,TRUE,https://maps.google.com/?cid=126621827262830
KW-0022,LOC-003,2026-08-10,11,,TRUE,https://maps.google.com/?cid=943497826494460
KW-0022,LOC-003,2026-08-17,12,,TRUE,https://maps.google.com/?cid=552336796127817
KW-0022,LOC-003,2026-08-24,11,,TRUE,https://maps.google.com/?cid=993491510936420
KW-0022,LOC-003,2026-08-31,13,,TRUE,https://maps.google.com/?cid=133980411697529
KW-0022,LOC-003,2026-09-07,10,,TRUE,https://maps.google.com/?cid=837030016635332
KW-0023,LOC-003,2026-06-15,15,,TRUE,https://maps.google.com/?cid=939736755676594
KW-0023,LOC-003,2026-06-22,15,,TRUE,https://maps.google.com/?cid=572841890878380
KW-0023,LOC-003,2026-06-29,14,,TRUE,https://maps.google.com/?cid=412169817795590
KW-0023,LOC-003,2026-07-06,11,,TRUE,https://maps.google.com/?cid=772542401281690
KW-0023,LOC-003,2026-07-13,10,,TRUE,https://maps.google.com/?cid=911149839082721
KW-0023,LOC-003,2026-07-20,14,,TRUE,https://maps.google.com/?cid=300014719454527
KW-0023,LOC-003,2026-07-27,11,,TRUE,https://maps.google.com/?cid=699468025068863
KW-0023,LOC-003,2026-08-03,12,,TRUE,https://maps.google.com/?cid=398840808506191
KW-0023,LOC-003,2026-08-10,13,,TRUE,https://maps.google.com/?cid=355009759277557
KW-0023,LOC-003,2026-08-17,12,,TRUE,https://maps.google.com/?cid=170041796733434
KW-0023,LOC-003,2026-08-24,14,,TRUE,https://maps.google.com/?cid=524851713048288
KW-0023,LOC-003,2026-08-31,10,,TRUE,https://maps.google.com/?cid=120099488945217
KW-0023,LOC-003,2026-09-07,13,,TRUE,https://maps.google.com/?cid=614350995587624
KW-0024,LOC-003,2026-06-15,11,,TRUE,https://maps.google.com/?cid=563717332818366
KW-0024,LOC-003,2026-06-22,11,,TRUE,https://maps.google.com/?cid=867009397148593
KW-0024,LOC-003,2026-06-29,13,,TRUE,https://maps.google.com/?cid=558648045519380
KW-0024,LOC-003,2026-07-06,9,,TRUE,https://maps.google.com/?cid=408143726469343
